Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
BADL-1059,Badlands National Park,Mammal,Rodentia,Sciuridae,Spermophilus spilosoma,Spotted Ground Squirrel,Approved,Not Confirmed,Native,,,,
BADL-1060,Badlands National Park,Mammal,Rodentia,Sciuridae,Spermophilus tridecemlineatus,13 Lined Ground Squirrel,Approved,Not Confirmed,Native,,,,
BADL-1061,Badlands National Park,Mammal,Rodentia,Sciuridae,Tamias minimus,"Chipmunk, Least",Approved,Present,Native,Unknown,,,
BADL-1062,Badlands National Park,Mammal,Soricomorpha,Soricidae,Sorex cinereus,"Cinereus Shrew, Common Shrew, Masked Shrew",Approved,Not Confirmed,Native,,,,
BADL-1063,Badlands National Park,Mammal,Soricomorpha,Soricidae,Sorex haydeni,"Hayden's Shrew, Prairie Shrew",Approved,Not Confirmed,Native,,,,
BIBE-1000,Big Bend National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Approved,Present,Native,Unknown,Resident,,
BIBE-1001,Big Bend National Park,Mammal,Artiodactyla,Bovidae,Ammotragus lervia,Barbary Sheep Or Aoudad,Approved,Present,Native,Unknown,Resident,,
BIBE-1002,Big Bend National Park,Mammal,Artiodactyla,Bovidae,Bison bison,American Bison,Approved,Not Present (Historical Report),Native,,,,
BIBE-1003,Big Bend National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Rare,Resident,Species of Concern,
BIBE-1004,Big Bend National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis,Elk,Approved,Present,Not Native,Rare,Resident,,
BIBE-1005,Big Bend National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Unknown,Resident,,
BIBE-1006,Big Bend National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Present,Native,Unknown,Resident,,
BIBE-1007,Big Bend National Park,Mammal,Artiodactyla,Suidae,Sus scrofa,Feral Pig,Approved,Present,Not Native,Unknown,Breeder,,
BIBE-1008,Big Bend National Park,Mammal,Artiodactyla,Tayassuidae,Pecari tajacu,Collared Peccary,Approved,Present,Native,Unknown,Resident,,
BIBE-1009,Big Bend National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1010,Big Bend National Park,Mammal,Carnivora,Canidae,Canis lupus,Gray Wolf,Approved,Present,Native,Unknown,Resident,Endangered,
BIBE-1011,Big Bend National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Unknown,Resident,,
BIBE-1012,Big Bend National Park,Mammal,Carnivora,Canidae,Vulpes macrotis,Kit Fox,Approved,Present,Native,Unknown,Resident,,
BIBE-1013,Big Bend National Park,Mammal,Carnivora,Felidae,Herpailurus yaguarondi,Jaguarundi,Approved,Not Confirmed,Native,,,,
BIBE-1014,Big Bend National Park,Mammal,Carnivora,Felidae,Leopardus pardalis,Ocelot,Approved,Not Confirmed,Native,,,Endangered,
BIBE-1015,Big Bend National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Unknown,Resident,,
BIBE-1016,Big Bend National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Unknown,Resident,,
BIBE-1017,Big Bend National Park,Mammal,Carnivora,Mephitidae,Conepatus leuconotus,White-Backed Hog-Nosed Skunk,Approved,Present,Native,Unknown,Resident,,
BIBE-1018,Big Bend National Park,Mammal,Carnivora,Mephitidae,Mephitis macroura,Hooded Skunk,Approved,Present,Native,Rare,Resident,,
BIBE-1019,Big Bend National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Unknown,Resident,,
BIBE-1020,Big Bend National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Present,Native,Unknown,Resident,,
BIBE-1021,Big Bend National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Present,Native,Unknown,Resident,,
BIBE-1022,Big Bend National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1023,Big Bend National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1024,Big Bend National Park,Mammal,Carnivora,Procyonidae,Nasua narica,White-Nosed Coati,Approved,Present,Native,Rare,Resident,,
BIBE-1025,Big Bend National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Northern Raccoon,Approved,Present,Native,Unknown,Resident,,
BIBE-1026,Big Bend National Park,Mammal,Carnivora,Ursidae,Ursus americanus,American Black Bear,Approved,Present,Native,Unknown,Resident,,
BIBE-1027,Big Bend National Park,Mammal,Chiroptera,Molossidae,Eumops perotis,Western Bonneted Bat,Approved,Present,Native,Unknown,Resident,,
BIBE-1028,Big Bend National Park,Mammal,Chiroptera,Molossidae,Nyctinomops femorosaccus,Pocketed Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1029,Big Bend National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1030,Big Bend National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,,
BIBE-1031,Big Bend National Park,Mammal,Chiroptera,Mormoopidae,Mormoops megalophylla,Ghost-Faced Bat,Approved,Present,Native,Unknown,Resident,,
BIBE-1032,Big Bend National Park,Mammal,Chiroptera,Phyllostomidae,Leptonycteris nivalis,Mexican Long-Nosed Bat,Approved,Present,Native,Unknown,Resident,Endangered,
BIBE-1033,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1034,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Unknown,Resident,,
BIBE-1035,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1036,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1037,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1038,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,Eastern Red Bat,Approved,Not Confirmed,Native,,,,
BIBE-1039,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Unknown,,,
BIBE-1040,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus xanthinus,Western Yellow Bat,Approved,Present,Native,Unknown,Resident,,
BIBE-1041,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1042,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Present,Native,Rare,Resident,,
BIBE-1043,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1044,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis velifer,Cave Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1045,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1046,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1047,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1048,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus subflavus,Eastern Pipistrelle,Approved,Present,Native,Unknown,Resident,,
BIBE-1049,Big Bend National Park,Mammal,Didelphimorphia,Didelphidae,Didelphis marsupialis,Common Opossum,Approved,Not Confirmed,Native,,,,
BIBE-1050,Big Bend National Park,Mammal,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Approved,Not Confirmed,Unknown,,,,
BIBE-1051,Big Bend National Park,Mammal,Lagomorpha,Leporidae,Lepus californicus,Black-Tailed Jackrabbit,Approved,Present,Native,Unknown,Resident,,
BIBE-1052,Big Bend National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail,Approved,Present,Native,Unknown,Resident,,
BIBE-1053,Big Bend National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Approved,Present,Native,Unknown,Resident,,
BIBE-1054,Big Bend National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus robustus,Davis Mountains Cottontail,Approved,Present,Native,Unknown,Resident,,
BIBE-1055,Big Bend National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver,Approved,Present,Native,Unknown,Resident,,
BIBE-1056,Big Bend National Park,Mammal,Rodentia,Cricetidae,Neotoma albigula,Western White-Throated Woodrat,Approved,Present,Native,Unknown,Resident,,
BIBE-1057,Big Bend National Park,Mammal,Rodentia,Cricetidae,Neotoma mexicana,Mexican Woodrat,Approved,Present,Native,Unknown,Resident,,
BIBE-1058,Big Bend National Park,Mammal,Rodentia,Cricetidae,Neotoma micropus,Southern Plains Woodrat,Approved,Present,Native,Unknown,Resident,,
BIBE-1059,Big Bend National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Common Muskrat,Approved,Not Confirmed,Native,,,,
BIBE-1060,Big Bend National Park,Mammal,Rodentia,Cricetidae,Onychomys arenicola,Mearns's Grasshopper Mouse,Approved,Present,Native,Rare,Resident,,
BIBE-1061,Big Bend National Park,Mammal,Rodentia,Cricetidae,Peromyscus,"Deer Mice, White-Footed Mice",In Review,,,,,,
BIBE-1062,Big Bend National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,Brush Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1063,Big Bend National Park,Mammal,Rodentia,Cricetidae,Peromyscus eremicus,Cactus Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1064,Big Bend National Park,Mammal,Rodentia,Cricetidae,Peromyscus leucopus,White-Footed Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1065,Big Bend National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1066,Big Bend National Park,Mammal,Rodentia,Cricetidae,Peromyscus nasutus,Northern Rock Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1067,Big Bend National Park,Mammal,Rodentia,Cricetidae,Peromyscus pectoralis,White-Ankled Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1068,Big Bend National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys fulvescens,Fulvous Harvest Mouse,Approved,Present,Native,Rare,Resident,,
BIBE-1069,Big Bend National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1070,Big Bend National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys montanus,Plains Harvest Mouse,Approved,Present,Native,Rare,Resident,,
BIBE-1071,Big Bend National Park,Mammal,Rodentia,Cricetidae,Sigmodon hispidus,Hispid Cotton Rat,Approved,Present,Native,Unknown,Resident,,
BIBE-1072,Big Bend National Park,Mammal,Rodentia,Cricetidae,Sigmodon ochrognathus,Yellow-Nosed Cotton Rat,Approved,Present,Native,Unknown,Resident,Species of Concern,
BIBE-1073,Big Bend National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,North American Porcupine,Approved,Present,Native,Unknown,Resident,,
BIBE-1074,Big Bend National Park,Mammal,Rodentia,Geomyidae,Cratogeomys castanops,Yellow-Faced Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
BIBE-1075,Big Bend National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
BIBE-1076,Big Bend National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus eremicus,Chihuahuan Desert Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1077,Big Bend National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus nelsoni,Nelson's Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1078,Big Bend National Park,Mammal,Rodentia,Heteromyidae,Dipodomys merriami,Merriam's Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
BIBE-1079,Big Bend National Park,Mammal,Rodentia,Heteromyidae,Dipodomys ordii,Ord's Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
BIBE-1080,Big Bend National Park,Mammal,Rodentia,Heteromyidae,Perognathus flavus,Silky Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1081,Big Bend National Park,Mammal,Rodentia,Heteromyidae,Perognathus merriami,Merriam's Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
BIBE-1082,Big Bend National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Not Confirmed,Not Native,,,,
BIBE-1083,Big Bend National Park,Mammal,Rodentia,Myocastoridae,Myocastor coypus,Nutria,Approved,Present,Not Native,Unknown,Resident,,
BIBE-1084,Big Bend National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus interpres,Texas Antelope Squirrel,Approved,Present,Native,Unknown,Resident,,
BIBE-1085,Big Bend National Park,Mammal,Rodentia,Sciuridae,Spermophilus mexicanus,Mexican Ground Squirrel,Approved,Present,Native,Rare,Resident,,
BIBE-1086,Big Bend National Park,Mammal,Rodentia,Sciuridae,Spermophilus spilosoma,Spotted Ground Squirrel,Approved,Present,Native,Unknown,Resident,,
BIBE-1087,Big Bend National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Unknown,Resident,,
BIBE-1088,Big Bend National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,Crawford's Desert Shrew,Approved,Present,Native,Unknown,Resident,,
BISC-1000,Biscayne National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Present,Unknown,Unknown,,,
BISC-1001,Biscayne National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Unknown,Unknown,,,
BISC-1002,Biscayne National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Unknown,Unknown,,,
BISC-1003,Biscayne National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Unknown,Unknown,,,
BISC-1004,Biscayne National Park,Mammal,Carnivora,Mustelidae,Lutra canadensis,Northern River Otter,Approved,Present,Unknown,Unknown,,,
BISC-1005,Biscayne National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Common Raccoon,Approved,Present,Unknown,Unknown,,,
BISC-1006,Biscayne National Park,Mammal,Carnivora,Ursidae,Ursus americanus floridanus,None,Approved,Not Present (Historical Report),Unknown,,,,
BISC-1007,Biscayne National Park,Mammal,Cetacea,Balaenidae,Balaena glacialis,"Black Right Whale, Black Whale, Right Whale",Approved,Present,Unknown,Unknown,,,
BISC-1008,Biscayne National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera borealis,Sei Whale,Approved,Present,Unknown,Unknown,,Endangered,
BISC-1009,Biscayne National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera physalus,Fin Whale,Approved,Present,Unknown,Unknown,,Endangered,
BISC-1010,Biscayne National Park,Mammal,Cetacea,Balaenopteridae,Megaptera novaeangliae,Humpback Whale,Approved,Present,Unknown,Unknown,,Endangered,
BISC-1011,Biscayne National Park,Mammal,Cetacea,Delphinidae,Tursiops truncatus,Bottle-Nosed Dolphin,Approved,Present,Unknown,Unknown,,,
BISC-1012,Biscayne National Park,Mammal,Cetacea,Physeteridae,Physeter macrocephalus,Sperm Whale,Approved,Present,Unknown,Unknown,,Endangered,
BISC-1013,Biscayne National Park,Mammal,Chiroptera,Molossidae,Eumops glaucinus,Wagner's Mastiff Bat,Approved,Present,Unknown,Unknown,,,
BISC-1014,Biscayne National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Approved,Present,Unknown,Unknown,,,
BISC-1015,Biscayne National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus seminolus,Seminole Bat,Approved,Present,Unknown,Unknown,,,
BISC-1016,Biscayne National Park,Mammal,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,In Review,,,,,,
BISC-1017,Biscayne National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus palustris,Marsh Rabbit,Approved,Present,Unknown,Unknown,,,
BISC-1018,Biscayne National Park,Mammal,Rodentia,Cricetidae,Neotoma floridana smalli,Key Largo Woodrat,Approved,Present,Unknown,Unknown,,Endangered,
BISC-1019,Biscayne National Park,Mammal,Rodentia,Cricetidae,Peromyscus gossypinus,Cotton Mouse,Approved,Present,Unknown,Unknown,,,
BISC-1020,Biscayne National Park,Mammal,Rodentia,Cricetidae,Sigmodon hispidus,Hispid Cotton Rat,Approved,Present,Unknown,Unknown,,,
BISC-1021,Biscayne National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Present,Unknown,Unknown,,,
BISC-1022,Biscayne National Park,Mammal,Rodentia,Muridae,Rattus rattus,Black Rat,Approved,Present,Unknown,Unknown,,,
BISC-1023,Biscayne National Park,Mammal,Rodentia,Sciuridae,Glaucomys volans,Southern Flying Squirrel,Approved,Present,Unknown,Unknown,,,
BISC-1024,Biscayne National Park,Mammal,Rodentia,Sciuridae,Sciurus aureogaster,"Mexican Gray Squirrel, Mexican Red-Bellied Squirrel",Approved,Present,Not Native,Unknown,,,
BISC-1025,Biscayne National Park,Mammal,Rodentia,Sciuridae,Sciurus carolinensis,Eastern Gray Squirrel,Approved,Present,Unknown,Unknown,,,
BISC-1026,Biscayne National Park,Mammal,Sirenia,Trichechidae,Trichechus manatus,Manatee,Manati,Approved,Present,Unknown,Unknown,,Endangered
BISC-1027,Biscayne National Park,Mammal,Soricomorpha,Soricidae,Cryptotis parva,Least Shrew,Approved,Present,Unknown,Uncommon,,,
BLCA-1000,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Approved,Not Confirmed,Native,,,,
BLCA-1001,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1002,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis,Elk,Approved,Present,Native,Unknown,Breeder,,
BLCA-1003,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1004,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1005,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Rare,,,
BLCA-1006,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Native,Unknown,Breeder,,
BLCA-1007,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Unknown,Breeder,,
BLCA-1008,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Unknown,Breeder,,
BLCA-1009,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Occasional,Breeder,,
BLCA-1010,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Not Confirmed,Native,,,,
